epoch,loss,mse,val_loss,val_mse
0,0.18988874554634094,0.05448654294013977,0.17330878973007202,0.04758835956454277
1,0.12170205265283585,0.03319154307246208,0.10283631086349487,0.028623532503843307
2,0.10877968370914459,0.029598655179142952,0.09943768382072449,0.02743440866470337
3,0.10117585211992264,0.02763398550450802,0.08817838877439499,0.024612415581941605
4,0.10032101720571518,0.027406014502048492,0.09249673783779144,0.02546059526503086
5,0.09833316504955292,0.026829224079847336,0.09063084423542023,0.0252793338149786
6,0.0976085215806961,0.02668824791908264,0.08714547008275986,0.024659445509314537
7,0.09592525660991669,0.026306655257940292,0.08625344932079315,0.023934196680784225
8,0.09559895098209381,0.026227733120322227,0.08379729092121124,0.02351137436926365
9,0.09471654891967773,0.02599393017590046,0.08574827760457993,0.024287395179271698
10,0.0949588268995285,0.026028119027614594,0.08395510911941528,0.023405132815241814
11,0.09338652342557907,0.02566802129149437,0.082015261054039,0.023087581619620323
12,0.09302909672260284,0.025565069168806076,0.08514411002397537,0.023670461028814316
13,0.09230999648571014,0.02541435696184635,0.08163897693157196,0.022943517193198204
14,0.09220299869775772,0.02540874294936657,0.0842498317360878,0.023541269823908806
15,0.09132940322160721,0.025115929543972015,0.08122953772544861,0.023136187344789505
16,0.09140380471944809,0.02516871504485607,0.08104969561100006,0.022655585780739784
17,0.09053375571966171,0.02493376098573208,0.08198102563619614,0.02333570457994938
18,0.09025774151086807,0.02486121468245983,0.0807022750377655,0.022690262645483017
19,0.09054413437843323,0.02498982660472393,0.0831933468580246,0.023226846009492874
20,0.09135178476572037,0.02516472339630127,0.0791296660900116,0.02229347825050354
21,0.08990883082151413,0.024736614897847176,0.0795445516705513,0.022392716258764267
22,0.08979689329862595,0.024715648964047432,0.07994218170642853,0.02267351932823658
23,0.08972083032131195,0.0247458815574646,0.07860556989908218,0.02218027040362358
24,0.08942016214132309,0.024664489552378654,0.08238222450017929,0.023580892011523247
25,0.0891924798488617,0.024621617048978806,0.07802381366491318,0.022005343809723854
26,0.08932378888130188,0.024624444544315338,0.0800744816660881,0.02265658788383007
27,0.08898695558309555,0.024553069844841957,0.08087132126092911,0.02296951785683632
28,0.08874433487653732,0.024479150772094727,0.08306236565113068,0.023170573636889458
29,0.08891118317842484,0.024526117369532585,0.07996813952922821,0.022537123411893845
30,0.08836860954761505,0.024352937936782837,0.07935194671154022,0.022324075922369957
31,0.08874194324016571,0.02449776418507099,0.08254854381084442,0.023640824481844902
32,0.08849085122346878,0.024443399161100388,0.08089057356119156,0.022666528820991516
33,0.08824817836284637,0.024338195100426674,0.08048219233751297,0.022958390414714813
34,0.08799883723258972,0.024250635877251625,0.078158438205719,0.02212439849972725
35,0.08816856890916824,0.02432895638048649,0.08179178833961487,0.023086773231625557
36,0.08797132223844528,0.024312498047947884,0.07976313680410385,0.02216367796063423
37,0.08824267983436584,0.02436288446187973,0.07905010879039764,0.02225343883037567
38,0.08762744814157486,0.024199936538934708,0.0803481787443161,0.0225928146392107
39,0.08769699931144714,0.02419520542025566,0.0808379128575325,0.022894542664289474
40,0.08740604668855667,0.024138817563652992,0.08023078739643097,0.02277461625635624
41,0.08756797760725021,0.024173349142074585,0.07844569534063339,0.02213296666741371
42,0.08744440227746964,0.02410220168530941,0.07667536288499832,0.02162458933889866
43,0.08753888309001923,0.024195736274123192,0.07902833074331284,0.02238449640572071
44,0.08720778673887253,0.02408711239695549,0.07847872376441956,0.02217465452849865
45,0.08733423799276352,0.02408093400299549,0.07836423069238663,0.022289102897047997
46,0.08724704384803772,0.024073446169495583,0.07776996493339539,0.021988343447446823
47,0.0869443267583847,0.02403741516172886,0.08246967196464539,0.022619836032390594
48,0.08734975755214691,0.024105306714773178,0.08091364800930023,0.02310989424586296
49,0.08699766546487808,0.02403457649052143,0.07965400815010071,0.0226060189306736
